instrument_token,exchange_token,tradingsymbol,name,last_price
738049,2883,IIFLZC28-NG,,0.0
740097,2891,SGBMAY26-GB,2.50%GOLDBONDS2026SR-I,0.0
740353,2892,INTERISE-IV,INTERISE TRUST,0.0
762881,2980,ORTINGLOBE-BE,ORTIN GLOBAL,0.0
769281,3005,SUVIDHAA-BE,SUVIDHAA INFOSERVE,0.0
805889,3148,SIDDHIKA-SM,SIDDHIKA COATINGS,0.0
816129,3188,VMARCIND-SM,V MARC INDIA,0.0
894465,3494,PGINVIT-IV,POWERGRID INFRA. INVITS,0.0
909569,3553,EQUIPPP-BE,EQUIPPP SOC IMP TECH,0.0
946945,3699,GAYAHWS-BE,GAYATRI HIGHWAYS,0.0
957953,3742,SGBMAY29I-GB,2.5%GOLDBONDS2029SR-I,0.0
958209,3743,SGBJUN29II-GB,2.5%GOLDBONDS2029SR-II,0.0
972801,3800,SGBJU29III-GB,2.5%GOLDBONDS2029SR-III,0.0
975105,3809,VINEETLAB-BE,VINEET LABORATORIES,0.0
1011201,3950,JAKHARIA-ST,JAKHARIA FABRIC,0.0
1045249,4083,AMBANIORGO-SM,AMBANI ORGOCHEM,0.0
1054209,4118,HBSL-BE,HB STOCKHOLDINGS,0.0
1078273,4212,UCL-SM,USHANTI COLOUR CHEM,0.0
1079041,4215,GS101025C-GS,GOI STRIPS C 101025,0.0
1080833,4222,GS261025C-GS,GOI STRIPS C 261025,0.0
1086977,4246,GS101125C-GS,GOI STRIPS C 101125,0.0
1088001,4250,GS071225C-GS,GOI STRIPS C 071225,0.0
1089025,4254,GS121225C-GS,GOI STRIPS C 121225,0.0
1099265,4294,BDR-IT,BDR BUILDCON,0.0
1104385,4314,GS151225C-GS,GOI STRIPS C 151225,0.0
1106689,4323,GS171225C-GS,GOI STRIPS C 171225,0.0
1107201,4325,GS231225C-GS,GOI STRIPS C 231225,0.0
1108481,4330,GS311225C-GS,GOI STRIPS C 311225,0.0
1108993,4332,GS020126C-GS,GOI STRIPS C 020126,0.0
1111297,4341,GS100226C-GS,GOI STRIPS C 100226,0.0
1111809,4343,GS220226C-GS,GOI STRIPS C 220226,0.0
1117185,4364,GS090326C-GS,GOI STRIPS C 090326,0.0
1117697,4366,GS150326C-GS,GOI STRIPS C 150326,0.0
1118209,4368,GS200326C-GS,GOI STRIPS C 200326,0.0
1121537,4381,GS100426C-GS,GOI STRIPS C 100426,0.0
1121793,4382,GS260426C-GS,GOI STRIPS C 260426,0.0
1122305,4384,GS100526C-GS,GOI STRIPS C 100526,0.0
1123073,4387,GS070626C-GS,GOI STRIPS C 070626,0.0
1123585,4389,GS120626C-GS,GOI STRIPS C 120626,0.0
1124609,4393,GS150626C-GS,GOI STRIPS C 150626,0.0
1125121,4395,GS220261P-GS,GOI STRIPS P 220261,0.0
1128705,4409,GS151226C-GS,GOI STRIPS C 151226,0.0
1132289,4423,GS220230C-GS,GOI STRIPS C 220230,0.0
1133313,4427,GS220830C-GS,GOI STRIPS C 220830,0.0
1133825,4429,GS220231C-GS,GOI STRIPS C 220231,0.0
1134337,4431,GS220831C-GS,GOI STRIPS C 220831,0.0
1134593,4432,GS220236C-GS,GOI STRIPS C 220236,0.0
1150465,4494,GS220836C-GS,GOI STRIPS C 220836,0.0
1157121,4520,GS220240C-GS,GOI STRIPS C 220240,0.0
1163777,4546,GS220840C-GS,GOI STRIPS C 220840,0.0
1165313,4552,GS220250C-GS,GOI STRIPS C 220250,0.0
1165569,4553,GS220850C-GS,GOI STRIPS C 220850,0.0
1166081,4555,GS220261C-GS,GOI STRIPS C 220261,0.0
1184257,4626,AILIMITED-SM,ABHISHEK INTEGRATIONS,0.0
1226497,4791,RELINFRA-BE,RELIANCE INFRASTRUCTU,0.0
1282561,5010,GOENKA-BZ,GOENKA DIAMOND&JEWELS,0.0
1283329,5013,WALPAR-SM,WALPAR NUTRITIONS,0.0
1308929,5113,SGBJUL29IV-GB,2.50%GOLDBONDS2029SR-IV,0.0
1335553,5217,IIFLZC28C-N6,,0.0
1340161,5235,TNPETRO-BE,TAMILNADU PETROPRODUCTS L,0.0
1343489,5248,AAREYDRUGS-BE,AAREY DRUGS & PHARM,0.0
1359873,5312,REXPIPES-ST,REX PIPES AND CABLES,0.0
1396481,5455,SGBAUG29V-GB,2.50%GOLDBONDS2029SR-V,0.0
1396993,5457,DUGLOBAL-SM,DUDIGITAL GLOBAL,0.0
1397761,5460,PARIN-SM,PARIN ENTERPRISES,0.0
1421057,5551,ABMINTLLTD-BE,ABM INTERNATIONAL,0.0
1427201,5575,SGBSEP29VI-GB,2.5%GOLDBONDS2029SR-VI,0.0
1443073,5637,PAR-BE,PAR DRUGS AND CHEM,0.0
1445633,5647,ONWARDTEC-BE,ONWARD TECHNOLOGIES,0.0
1449473,5662,BEWLTD-SM,BEW ENGINEERING,0.0
1463809,5718,SHREMINVIT-IV,SHREM INVIT,0.0
1502721,5870,QUADPRO-SM,QUADPRO ITES,0.0
1506305,5884,PRECOT-BE,PRECOT,0.0
1521921,5945,UWCSL-SM,ULTRA WIRING CONN SYS,0.0
1525761,5960,SGBOCT26-GB,2.50%GOLDBONDS2026SR-II,0.0
1539073,6012,JAINAM-SM,JAINAM FER ALLOYS (I),0.0
1546753,6042,EIFFL-BE,EURO (I) FRESH FOODS,0.0
1549313,6052,BMETRICS-SM,BOMBAY METRICS S C,0.0
1556225,6079,DYNAMIC-SM,DYNAMIC SRVCS & SEC,0.0
1558273,6087,DESTINY-SM,DESTINY LOGISTICS & I,0.0
1570817,6136,DIGJAMLMTD-BE,DIGJAM,0.0
1576705,6159,ARTNIRMAN-BE,ART NIRMAN,0.0
1588993,6207,IIFLZC26-NN,,0.0
1599489,6248,PREMIER-BE,PREMIER,0.0
1599745,6249,DKEGL-SM,D K ENTERPRISES GLOBAL L,0.0
1602049,6258,ROLTA-BZ,ROLTA INDIA,0.0
1605889,6273,PVP-BE,PVP VENTURES,0.0
1626881,6355,SGBNOV26-GB,2.50%GOLDBONDS2026SR-III,0.0
1638401,6400,ARCHIES-BE,ARCHIES,0.0
1643521,6420,KRITI-BE,KRITI INDUSTRIES IND,0.0
1647361,6435,AIRTELPP-E1,AIRTEL RS. 1.25 PPD UP,0.0
1649665,6444,KOTYARK-ST,KOTYARK INDUSTRIES,0.0
1651457,6451,SHUBHLAXMI-SM,SHUBHLAXMI JEWEL ART,0.0
1664257,6501,IRIS-BE,IRIS BUSINESS SERV,0.0
1668609,6518,SGBNV29VII-GB,2.5%GOLDBONDS2029SR-VII,0.0
1671937,6531,NHIT-IV,NATIONAL HIGHW INFRA TRUS,0.0
1687553,6592,NIDAN-SM,NIDAN LABS AND HEALTH,0.0
1711617,6686,DRSDILIP-SM,DRS DILIP ROADLINES,0.0
1712897,6691,FOODSIN-BE,FOODS & INNS,0.0
1744641,6815,BIRLACABLE-BE,BIRLA CABLE,0.0
1754369,6853,MIRCELECTR-BE,MIRCELECTR-DEPO,0.0
1780481,6955,LINC-BE,LINC,0.0
1817089,7098,SGBD29VIII-GB,2.50%GOLDBONDS2029SR-VIII,0.0
1827329,7138,ZODIAC-BE,ZODIAC ENERGY,0.0
1890561,7385,FOCE-SM,FOCE INDIA,0.0
1915393,7482,MANAKSTEEL-BE,MANAKSIA STEELS,0.0
1936385,7564,UNITEDPOLY-BE,UNITED POLYFAB GUJ.,0.0
1948161,7610,VIVO-SM,VIVO COLLAB SOLUTIONS,0.0
1951489,7623,ALPSINDUS-BE,ALPS INDUSTRIES,0.0
1954305,7634,SHREERAMA-BE,SHREE RAMA MULTI TECH,0.0
1959425,7654,SGBDEC26-GB,2.50%GOLDBONDS2026SR-IV,0.0
1962497,7666,IIFLHFZC27-NB,,0.0
1964545,7674,IIFLHF29-NE,,0.0
1986305,7759,ABAN-BE,ABAN OFFSHORE,0.0
1993473,7787,ABCOTS-SM,A B COTSPIN INDIA,0.0
1998337,7806,TIMESCAN-ST,TIMESCAN LOGISTICS IND L,0.0
2017025,7879,SGBJAN30IX-GB,2.50%GOLDBONDS2030SR-IX,0.0
2031361,7935,AGSTRA-BE,AGS TRANSACT TECH,0.0
2035201,7950,PRECISION-SM,PRECISION METALIKS,0.0
2055169,8028,CINEVISTA-BE,CINEVISTA,0.0
2086401,8150,VISAKAIND-BE,VISAKA INDUSTRIES,0.0
2101249,8208,RICHA-SM,RICHA INFO SYSTEMS,0.0
2115073,8262,MADHAVBAUG-ST,VAIDYA SANE AYUR LAB,0.0
2126849,8308,SGBJAN27-GB,2.50%GOLDBONDS2027SR-V,0.0
2148865,8394,SHIGAN-SM,SHIGAN QUANTUM TECH,0.0
2150401,8400,CALSOFT-BE,CALIFORNIA SOFTWARE CO LT,0.0
2150657,8401,SGBMAR30X-GB,2.50%GOLDBONDS2030SR-X,0.0
2154753,8417,HAVISHA-BE,SRI HAVISHA HOSP & INFR L,0.0
2157057,8426,RSSOFTWARE-BE,R. S. SOFTWARE (INDIA) LI,0.0
2157569,8428,RAJRILTD-BE,RAJ RAYON INDUSTRIES,0.0
2161665,8444,JAYBARMARU-BE,JAYBHARATMARU-,0.0
2179329,8513,SURANI-SM,SURANI STEEL TUBES,0.0
2181377,8521,SPRL-SM,SP REFRACTORIES,0.0
2189313,8552,BLUECOAST-BE,BLUE COAST HOTELS,0.0
2191361,8560,COOLCAPS-SM,COOL CAPS INDUSTRIES,0.0
2193409,8568,HITECHGEAR-BE,THE HI-TECH GEARS,0.0
2198529,8588,ABNINT-IT,A B N INTERCORP,0.0
2202113,8602,KNAGRI-SM,KN AGRI RESOURCES,0.0
2203649,8608,SWARAJ-SM,SWARAJ SUITING,0.0
2207489,8623,INDOBORAX-BE,INDO BORAX & CHEMICAL,0.0
2228737,8706,INDSWFTLAB-BE,IND SWIFT LABORATORIES LT,0.0
2232833,8722,TCIFINANCE-BE,TCIFINANCELTD-ROLL SETT,0.0
2236161,8735,PROPEQUITY-SM,P. E. ANALYTICS,0.0
2244097,8766,SGBFEB27-GB,2.50%GOLDBONDS2027SR-VI,0.0
2248193,8782,KRISHNADEF-SM,KRISHNA DEF AND ALD IND L,0.0
2264321,8845,UMAEXPORTS-BE,UMA EXPORTS,0.0
2276609,8893,UNITECH-BZ,UNITECH,0.0
2278401,8900,MINDPOOL-SM,MINDPOOL TECHNOLOGIES,0.0
2303489,8998,UMIYA-MRO,UMIYA BUILDCON,0.0
2310913,9027,VCL-BE,VAXTEX COTFAB,0.0
2330625,9104,SOMATEX-BE,SOMA TEXTILEI NDUSTRIES L,0.0
2330881,9105,AGROPHOS-BE,AGRO PHOS INDIA,0.0
2379265,9294,GINNIFILA-BE,GINNIFILAMENTS,0.0
2392577,9346,PNC-BE,PRITISH NANDY COMMUNICATI,0.0
2399233,9372,LEMERITE-SM,LE MERITE EXPORTS,0.0
2401281,9380,IL&FSENGG-BZ,IL&FS ENG AND CONS CO,0.0
2401537,9381,IL&FSTRANS-BZ,IL&FS TRANS NET,0.0
2402049,9383,EMBASSY-RR,EMBASSY OFFICE PARKS REIT,0.0
2414337,9431,NORBTEAEXP-BE,NORBEN TEA &EXPORTS,0.0
2421249,9458,SONUINFRA-SM,SONU INFRATECH,0.0
2442241,9540,SAKAR-BE,SAKAR HEALTHCARE,0.0
2449921,9570,KHFM-SM,KHFM HOS FAC MANA SER,0.0
2477825,9679,SOUTHWEST-BE,SOUTH WEST PINNACLE,0.0
2499585,9764,GSTL-SM,GLOBESECURE TECHNO,0.0
2522625,9854,RILINFRA-SM,RACHANA INFRA,0.0
2523649,9858,FIDEL-SM,FIDEL SOFTECH,0.0
2529537,9881,CUBEXTUB-BE,CUBEXTUBINGS-ROLLSETT,0.0
2530305,9884,TNTELE-BE,TAMILNADU TELECOMMUNICATI,0.0
2556161,9985,BHALCHANDR-IT,BHALCHANDRAM CLOTHING,0.0
2574337,10056,SKMEGGPROD-BE,SKM EGG PROD-ROLL SETT,0.0
2611457,10201,ICICM58-M1,,0.0
2619393,10232,SGBJUN30-GB,2.50%GOLDBONDS2030SR-I,0.0
2624769,10253,EMKAYTOOLS-SM,EMKAY TAP & CUT. TOOL,0.0
2626817,10261,SGBJUN27-GB,2.50%GOLDBONDS2027SR-I,0.0
2632193,10282,KAYA-BE,KAYA,0.0
2635009,10293,KCK-SM,KCK INDUSTRIES,0.0
2641409,10318,PKTEA-BE,THE P K TEA PROD CO,0.0
2643201,10325,SKP-SM,SKP BEARING INDUSTRI.,0.0
2651649,10358,DGCONTENT-BE,DIGICONTENT,0.0
2671361,10435,OSEINTRUST-IV,ORIENTAL INFRATRUST,0.0
2687489,10498,AGNI-ST,AGNI GREEN POWER,0.0
2706177,10571,RAMAPHO-BE,RAMA PHOSPHATES,0.0
2714881,10605,LOYALTEX-BE,LOYAL TEXTILE MILLS,0.0
2717953,10617,USASEEDS-ST,UPSURGE SEEDS OF AGRI,0.0
2719233,10622,SADBHIN-BE,SADBHAV INFRA PROJ,0.0
2735105,10684,SHAIVAL-ST,SHAIVAL REALITY,0.0
2741761,10710,VEEKAYEM-SM,VEEKAYEM FASH & APP,0.0
2753793,10757,VERTIS-IV,VERTIS INFRASTRUCTURE TST,0.0
2757121,10770,AHIMSA-ST,AHIMSA INDUSTRIES,0.0
2774017,10836,SEYAIND-BE,SEYA INDUSTRIES,0.0
2780673,10862,DREAMFOLKS-BE,DREAMFOLKS SERVICES,0.0
2786561,10885,JFLLIFE-SM,JFL LIFE SCIENCES,0.0
2787585,10889,KORE-SM,JAY JALARAM TECHNO,0.0
2789889,10898,AMEYA-SM,AMEYA PRECISION ENG,0.0
2808321,10970,VIVIANA-ST,VIVIANA POWER TECH,0.0
2808577,10971,MEGAFLEX-SM,MEGA FLEX PLASTICS,0.0
2812161,10985,SABAR-ST,SABAR FLEX INDIA,0.0
2814465,10994,TAPIFRUIT-ST,TAPI FRUIT PROCESSING,0.0
2814721,10995,ISHAN-SM,ISHAN INTERNATIONAL,0.0
2833665,11069,NATHBIOGEN-BE,NATH BIO-GENES (I),0.0
2855425,11154,SGBJUL27-GB,2.50%GOLDBONDS2027SR-II,0.0
2859265,11169,COFFEEDAY-BE,COFFEE DAY ENTERPRISE,0.0
2865153,11192,SGBAUG30-GB,2.50%GOLDBONDS2030SR-II,0.0
2866689,11198,ANNAPURNA-SM,ANNAPURNA SWADISHT,0.0
2870017,11211,KANDARP-ST,KANDARP DG SMART BPO,0.0
2870785,11214,NOIDATOLL-BE,NOIDA TOLL BRIDGE CO,0.0
2871553,11217,TEAMGTY-BE,TEAM INDIA GUARANTY,0.0
2871809,11218,MAKS-SM,MAKS ENERGY SOL INDIA,0.0
2930433,11447,CMRSL-SM,CYBER MEDIA RES & SER,0.0
2935553,11467,QMSMEDI-SM,QMS MEDICAL ALLIED S,0.0
2936833,11472,LLOYDS-SM,LLOYDS LUXURIES,0.0
2940929,11488,KRIDHANINF-BE,KRIDHAN INFRA,0.0
2941953,11492,SWASTIK-SM,SWASTIK PIPE,0.0
2944257,11501,FROG-SM,FROG CELLSAT,0.0
2973697,11616,PHANTOMFX-ST,PHANTOM DIGITAL EFF,0.0
2974465,11619,GOLDENTOBC-BZ,GOLDEN TOBACCO,0.0
2979073,11637,SALSTEEL-BE,S.A.L. STEEL,0.0
3032321,11845,CYBERMEDIA-BE,CYBER MEDIA (INDIA),0.0
3047169,11903,IPSL-SM,INTEGRATED PERSO SER,0.0
3048961,11910,RITEZONE-SM,RITE ZONE CHEMCON IND,0.0
3051521,11920,VITAL-SM,VITAL CHEMTECH,0.0
3054081,11930,NECLIFE-BE,NECTAR LIFESCIENCES,0.0
3056385,11939,AMIABLE-SM,AMIABLE LOGISTICS (I),0.0
3057921,11945,ANZEN-IV,ANZEN IND ENE YLD PLU TRU,0.0
3062785,11964,SEMAC-BE,SEMAC CONSTRUCTION,0.0
3067393,11982,HTMEDIA-BE,HT MEDIA,0.0
3102977,12121,AARTISURF-P1,AARTI SURFACTANTS,0.0
3188737,12456,CAGL25A-N4,,0.0
3192577,12471,CAGL27A-N6,,0.0
3236609,12643,OSIAHYPER-BE,OSIA HYPER RETAIL,0.0
3303425,12904,SGBAUG27-GB,2.50%GOLDBONDS2027SR-III,0.0
3312897,12941,SFLZC26A-ZC,,0.0
3320577,12971,PRITIKA-SM,PRITIKA ENG COMPO,0.0
3325185,12989,BAHETI-SM,BAHETI RECYCLING IND,0.0
3351553,13092,ARHAM-SM,ARHAM TECHNOLOGIES,0.0
3355905,13109,NAHARINDUS-BE,NAHAR INDS ENT,0.0
3376129,13188,RCOM-BE,RELIANCE COMMUNICATIONS L,0.0
3379969,13203,ALLETEC-SM,ALL E TECHNOLOGIES,0.0
3381505,13209,SGBSEP27-GB,2.50%GOLDBONDS2027SR-IV,0.0
3386625,13229,GVKPIL-BE,GVK POW. & INFRA,0.0
3406593,13307,IEL-BE,INDIABULLS ENT,0.0
3410177,13321,ORTEL-BZ,ORTEL COMMUNICATIONS,0.0
3410689,13323,DOLLEX-SM,DOLLEX AGROTECH,0.0
3415041,13340,ARIHANTACA-SM,ARIHANT ACADEMY,0.0
3417345,13349,UMA-SM,UMA CONVERTER,0.0
3422721,13370,SGL-BE,STL GLOBAL,0.0
3435265,13419,SUPREMEINF-BZ,SUPREME INFRA.,0.0
3442177,13446,SHIVAUM-SM,SHIV AUM STEELS,0.0
3456513,13502,MOXSH-SM,MOXSH OVERSEAS EDUCON,0.0
3459841,13515,OMKARCHEM-BZ,OMKAR SPL CHEM,0.0
3462657,13526,HOMESFY-SM,HOMESFY REALTY,0.0
3473921,13570,RBMINFRA-SM,RBM INFRACON,0.0
3475201,13575,MANUGRAPH-BE,MANUGRAPH INDIA,0.0
3480321,13595,HGM-BE,HANDSON GBL MNGMNT,0.0
3492353,13642,SGBDE30III-GB,2.50%GOLDBONDS2030SR-III,0.0
3497985,13664,ANLON-ST,ANLON TECHNOLOGY SOL,0.0
3505665,13694,INFOMEDIA-BE,INFOMEDIA PRESS,0.0
3507457,13701,GOLDKART-ST,GOLDKART JEWELS,0.0
3515137,13731,CMNL-SM,CHAMAN METALLICS,0.0
3515905,13734,INSPIRISYS-BE,INSPIRISYS SOLUTIONS,0.0
3524097,13766,DUCOL-SM,DUCOL ORGS AND COLOURS LT,0.0
3526401,13775,AARVEEDEN-BE,AARVEE DEN. & EXP.,0.0
3531521,13795,PARSVNATH-BE,PARSVNATH DEVELOPER,0.0
3535873,13812,FEL-BZ,FUTURE ENTERPRISES,0.0
3545601,13850,IIFLZC26A-NR,,0.0
3547649,13858,IIFLZC28A-NU,,0.0
3565057,13926,ARISTO-SM,ARISTO BIO T AND LIFESC L,0.0
3569921,13945,PRAENG-BE,PRAJAY ENG. SYN.,0.0
3579137,13981,SGBOCT27-GB,2.50%GOLDBONDS2027SR-V,0.0
3597313,14052,GRCL-SM,GAYATRI RUBB AND CHEM,0.0
3601665,14069,ASMS-BE,BARTRONICS INDIA,0.0
3616001,14125,OMAXAUTO-BE,OMAX AUTOS,0.0
3616769,14128,STCINDIA-BE,THE STATE TRADING CORPN,0.0
3628033,14172,SHERA-SM,SHERA ENERGY,0.0
3629569,14178,IZMO-BE,IZMO,0.0
3636225,14204,LRRPL-SM,LEAD REC AND RUB PROD,0.0
3638785,14214,IMC1-N0,,0.0
3640065,14219,IMC1-N1,,0.0
3641345,14224,IMC1-N2,,0.0
3642369,14228,IMC1-N3,,0.0
3648513,14252,SGBOCT27VI-GB,2.50%GOLDBONDS2027SR-VI,0.0
3651329,14263,AGARWALFT-SM,AGARWAL FLOAT GLASS I,0.0
3663361,14310,OSWALSEEDS-BE,SHREEOSWAL S AND CHE,0.0
3665409,14318,TTL-BE,T T,0.0
3667201,14325,VIAZ-ST,VIAZ TYRES,0.0
3689217,14411,SRIVASAVI-SM,SRIVASAVI ADHESIVE TAPE L,0.0
3712769,14503,VERTEXPLUS-ST,VERTEXPLUS TECHNOLOGIES L,0.0
3713537,14506,SYSTANGO-SM,SYSTANGO TECHNOLOGIES,0.0
3724801,14550,NDLVENTURE-BE,NDL VENTURES,0.0
3730945,14574,MCON-SM,MCON RASAYAN INDIA,0.0
3735041,14590,VELS-SM,VELS FILM INTERNATIONAL L,0.0
3737089,14598,SGBMAR31IV-GB,2.50%GOLDBONDS2031SR-IV,0.0
3740929,14613,QFIL-SM,QUALITY FOILS (INDIA),0.0
3741697,14616,SIMBHALS-BE,SIMBHAOLI SUGARS,0.0
3744769,14628,FSC-BZ,FUTURE SUPP CHAIN SOL,0.0
3745281,14630,SANCO-BZ,SANCO INDUSTRIES,0.0
3758337,14681,GUJAPOLLO-BE,GUJ. APOLLO IND.,0.0
3768833,14722,NIRMAN-SM,NIRMAN AGRI GENTICS,0.0
3773185,14739,TECILCHEM-BE,TECIL CHEMICALS,0.0
3777793,14757,WINSOME-BZ,WINSOME YARNS,0.0
3790337,14806,IRBIT-IV,IRB INFRASTRUCTURE TRUST,0.0
3806209,14868,FLFL-BZ,FUT LIFESTYLE FASH,0.0
3812609,14893,ASIANTILES-BE,ASIAN GRANITO IND.,0.0
3813121,14895,AKI-BE,AKI INDIA,0.0
3838209,14993,SOTAC-SM,SOTAC PHARMACEUTICALS,0.0
3844609,15018,MAANALU-BE,MAAN ALUMINIUM,0.0
3847681,15030,ASCOM-ST,ASCOM LEASIN & INVEST,0.0
3849217,15036,INFINIUM-SM,INFINIUM PHARMACHEM,0.0
3853057,15051,MOS-SM,MOS UTILITY,0.0
3853569,15053,ENERGYDEV-BE,ENERGY DEVE. CO.LTD,0.0
3859713,15077,BVCL-BE,BARAK VALLEY CEM.,0.0
3859969,15078,CUBEINVIT-IV,CUBE HIGHWAYS TRUST,0.0
3860993,15082,RADIOCITY-P1,MUSIC BROADCAST,0.0
3872257,15126,SVLL-BE,SHREE VASU LOGISTICS,0.0
3875841,15140,KAUSHALYA-BE,KAUSHALYA INFRA DEV,0.0
3876609,15143,PATTECH-ST,PATTECH FITWELL TUB COM L,0.0
3877633,15147,AGUL-SM,A G UNIVERSAL,0.0
3889409,15193,BGRENERGY-BE,BGR ENERGY SYSTEMS,0.0
3894529,15213,PPAP-BE,PPAP AUTOMOTIVE,0.0
3903489,15248,KAVDEFENCE-BE,KAVVERI DFS & WIR TEC,0.0
3912961,15285,QUICKTOUCH-SM,QUICKTOUCH TECHNOLOGIES L,0.0
3929345,15349,SADHNANIQ-BE,SADHANA NITROCHEM,0.0
3931393,15357,NAHARCAP-BE,NAHAR CAP & FIN.,0.0
3935233,15372,CIFCZC26A-N3,,0.0
3936257,15376,CIFCZC28A-N5,,0.0
3950337,15431,ACL-BE,ANDHRA CEMENTS,0.0
3950593,15432,SGBDC27VII-GB,2.50%GOLDBONDS2027SR-VII,0.0
3954945,15449,DENEERS-SM,DE NEERS TOOLS,0.0
4007169,15653,ATALREAL-BE,ATAL REALTECH,0.0
4026881,15730,PIGL-BE,POWER INSTRUMENT (G),0.0
4048641,15815,NXST-RR,NEXUS SELECT TRUST,0.0
4062465,15869,AUROIMPEX-SM,AURO IMPEX & CHEMICALS L,0.0
4130049,16133,KRISHCA-SM,KRISHCA STRAPPING SLTN L,0.0
4135425,16154,REMUS-SM,REMUS PHARMACEUTICALS L,0.0
4203265,16419,CRAYONS-SM,CRAYONS ADVERTISING,0.0
4212225,16454,DENTALKART-SM,VASA DENTICITY,0.0
4219649,16483,PROV-SM,PROVENTUS AGROCOM,0.0
4246529,16588,INFOLLION-SM,INFOLLION RESEARCH SER L,0.0
4267265,16669,BAJAJ-AUTO,BAJAJ AUTO,0.0
4271873,16687,DIGISPICE-BE,DIGISPICE TECHNOLOGIES LT,0.0
4278017,16711,SAHANA-SM,SAHANA SYSTEM,0.0
4284929,16738,MKPL-BE,M K PROTEINS,0.0
4290049,16758,KDL-SM,KORE DIGITAL,0.0
4303617,16811,LOTUSEYE-BE,LOTUS EYE HOSP & INST L,0.0
4320257,16876,SPECTSTM-SM,SPECTRUM TALENT MGMT,0.0
4323329,16888,URBAN-SM,URBAN ENVIRO WASTE MGMT L,0.0
4324865,16894,TCHF30-NB,,0.0
4339201,16950,CELLPOINT-SM,CELL POINT (INDIA),0.0
4340225,16954,VILINBIO-SM,VILIN BIO MED,0.0
